ano_ocorrencia,mes_ocorrencia,distrito_geosampa,subtracoes_total,roubos,furtos
2025,8,CONSOLACAO,347,66,281
2025,8,CURSINO,61,24,37
2025,8,ERMELINO MATARAZZO,31,17,14
2025,8,FREGUESIA DO O,85,43,42
2025,8,GRAJAU,184,109,75
2025,8,GUAIANASES,81,37,44
2025,8,IGUATEMI,44,24,20
2025,8,IPIRANGA,176,65,112
2025,8,ITAIM BIBI,324,110,214
2025,8,ITAIM PAULISTA,127,75,52
2025,8,ITAQUERA,140,52,88
2025,8,JABAQUARA,98,37,61
2025,8,JACANA,42,18,24
2025,8,JAGUARA,27,16,11
2025,8,JAGUARE,51,18,33
2025,8,JARAGUA,67,26,41
2025,8,JARDIM ANGELA,247,184,63
2025,8,JARDIM HELENA,30,16,14
2025,8,JARDIM PAULISTA,183,53,130
2025,8,JARDIM SAO LUIS,199,119,80
2025,8,JOSE BONIFACIO,56,29,27
2025,8,LAJEADO,62,32,30
2025,8,LAPA,153,58,95
2025,8,LIBERDADE,268,51,217
2025,8,LIMAO,82,37,45
2025,8,MANDAQUI,34,14,20
2025,8,MARSILAC,3,3,0
2025,8,MOEMA,166,40,126
2025,8,MOOCA,98,28,70
2025,8,MORUMBI,245,42,203
2025,8,PARELHEIROS,63,40,23
2025,8,PARI,124,37,87
2025,8,PARQUE DO CARMO,53,22,31
2025,8,PEDREIRA,41,29,12
2025,8,PENHA,104,43,61
2025,8,PERDIZES,118,24,94
2025,8,PERUS,65,26,40
2025,8,PINHEIROS,524,131,394
2025,8,PIRITUBA,89,41,48
2025,8,PONTE RASA,25,16,9
2025,8,RAPOSO TAVARES,48,35,13
2025,8,REPUBLICA,399,118,281
2025,8,RIO PEQUENO,56,37,19
2025,8,SACOMA,147,70,77
2025,8,SANTA CECILIA,179,43,136
2025,8,SANTANA,284,72,212
2025,8,SANTO AMARO,284,105,179
2025,8,SAO DOMINGOS,47,30,17
2025,8,SAO LUCAS,43,24,19
2025,8,SAO MATEUS,99,52,47
2025,8,SAO MIGUEL,92,29,63
2025,8,SAO RAFAEL,65,43,22
2025,8,SAPOPEMBA,66,44,22
2025,8,SAUDE,88,42,46
2025,8,SE,343,83,260
2025,8,SOCORRO,33,16,17
2025,8,TATUAPE,216,65,151
2025,8,TREMEMBE,60,26,34
2025,8,TUCURUVI,48,17,31
2025,8,VILA ANDRADE,95,58,38
2025,8,VILA CURUCA,76,35,41
2025,8,VILA FORMOSA,47,11,36
2025,8,VILA GUILHERME,89,21,68
2025,8,VILA JACUI,67,25,42
2025,8,VILA LEOPOLDINA,93,24,69
2025,8,VILA MARIA,87,33,54
2025,8,VILA MARIANA,237,68,169
2025,8,VILA MATILDE,51,31,20
2025,8,VILA MEDEIROS,29,14,15
2025,8,VILA PRUDENTE,104,37,67
2025,8,VILA SONIA,67,24,43
2025,9,AGUA RASA,31,10,21
2025,9,ALTO DE PINHEIROS,39,16,23
2025,9,ANHANGUERA,36,23,13
2025,9,ARICANDUVA,29,11,18
2025,9,ARTUR ALVIM,33,14,19
2025,9,BARRA FUNDA,204,52,152
2025,9,BELA VISTA,347,65,282
2025,9,BELEM,111,34,77
2025,9,BOM RETIRO,158,24,134
2025,9,BRAS,292,53,240
2025,9,BRASILANDIA,78,31,47
2025,9,BUTANTA,92,31,61
2025,9,CACHOEIRINHA,58,26,32
2025,9,CAMBUCI,85,13,72
2025,9,CAMPO BELO,68,35,33
2025,9,CAMPO GRANDE,95,39,56
2025,9,CAMPO LIMPO,191,147,44
2025,9,CANGAIBA,47,20,27
2025,9,CAPAO REDONDO,292,212,80
2025,9,CARRAO,26,9,17
2025,9,CASA VERDE,62,22,40
2025,9,CIDADE ADEMAR,121,73,48
2025,9,CIDADE DUTRA,836,83,753
2025,9,CIDADE LIDER,39,17,22
2025,9,CIDADE TIRADENTES,71,38,33
2025,9,CONSOLACAO,275,72,203
2025,9,CURSINO,72,29,43
2025,9,ERMELINO MATARAZZO,43,20,23
2025,9,FREGUESIA DO O,90,38,52
2025,9,GRAJAU,141,73,68
2025,9,GUAIANASES,86,46,40
2025,9,IGUATEMI,48,28,20
2025,9,IPIRANGA,141,38,103
2025,9,ITAIM BIBI,348,122,226
2025,9,ITAIM PAULISTA,77,36,41
2025,9,ITAQUERA,193,66,127
2025,9,JABAQUARA,124,61,63
2025,9,JACANA,43,16,27
2025,9,JAGUARA,19,10,9
2025,9,JAGUARE,34,14,20
2025,9,JARAGUA,55,21,34
2025,9,JARDIM ANGELA,187,147,40
2025,9,JARDIM HELENA,31,16,15
2025,9,JARDIM PAULISTA,205,57,148
2025,9,JARDIM SAO LUIS,167,99,68
2025,9,JOSE BONIFACIO,47,28,19
2025,9,LAJEADO,87,53,34
2025,9,LAPA,129,43,86
2025,9,LIBERDADE,218,36,182
2025,9,LIMAO,75,28,47
2025,9,MANDAQUI,36,14,22
2025,9,MARSILAC,1,0,1
2025,9,MOEMA,171,38,133
2025,9,MOOCA,82,20,63
2025,9,MORUMBI,182,32,150
2025,9,PARELHEIROS,45,31,14
2025,9,PARI,100,29,71
2025,9,PARQUE DO CARMO,52,26,26
2025,9,PEDREIRA,68,45,23
2025,9,PENHA,97,37,60
2025,9,PERDIZES,146,36,110
2025,9,PERUS,57,17,40
2025,9,PINHEIROS,508,126,382
2025,9,PIRITUBA,99,47,52
2025,9,PONTE RASA,28,16,12
2025,9,RAPOSO TAVARES,59,42,17
2025,9,REPUBLICA,350,115,235
2025,9,RIO PEQUENO,51,35,16
2025,9,SACOMA,102,42,60
2025,9,SANTA CECILIA,226,55,171
2025,9,SANTANA,264,54,210
2025,9,SANTO AMARO,311,119,192
2025,9,SAO DOMINGOS,53,35,18
2025,9,SAO LUCAS,50,31,19
2025,9,SAO MATEUS,102,44,58
2025,9,SAO MIGUEL,95,32,63
2025,9,SAO RAFAEL,44,27,17
2025,9,SAPOPEMBA,85,45,40
2025,9,SAUDE,99,60,39
2025,9,SE,308,78,230
2025,9,SOCORRO,82,26,56
2025,9,TATUAPE,196,63,133
2025,9,TREMEMBE,60,19,41
2025,9,TUCURUVI,52,20,32
2025,9,VILA ANDRADE,114,57,57
2025,9,VILA CURUCA,45,23,22
2025,9,VILA FORMOSA,44,13,31
2025,9,VILA GUILHERME,136,25,111
2025,9,VILA JACUI,74,36,38
2025,9,VILA LEOPOLDINA,75,15,60
2025,9,VILA MARIA,97,40,57
2025,9,VILA MARIANA,211,53,158
2025,9,VILA MATILDE,66,36,30
2025,9,VILA MEDEIROS,41,19,22
2025,9,VILA PRUDENTE,100,42,58
2025,9,VILA SONIA,78,36,42
2025,10,AGUA RASA,64,30,34
2025,10,ALTO DE PINHEIROS,40,21,19
2025,10,ANHANGUERA,32,20,12
2025,10,ARICANDUVA,41,17,24
2025,10,ARTUR ALVIM,54,30,24
2025,10,BARRA FUNDA,171,39,132
2025,10,BELA VISTA,269,59,211
2025,10,BELEM,104,20,84
2025,10,BOM RETIRO,212,49,163
2025,10,BRAS,272,50,222
2025,10,BRASILANDIA,85,46,39
2025,10,BUTANTA,90,33,57
2025,10,CACHOEIRINHA,58,22,36
2025,10,CAMBUCI,91,24,67
2025,10,CAMPO BELO,65,29,36
2025,10,CAMPO GRANDE,72,32,40
2025,10,CAMPO LIMPO,156,117,40
2025,10,CANGAIBA,47,24,23
2025,10,CAPAO REDONDO,314,234,80
2025,10,CARRAO,39,13,26
2025,10,CASA VERDE,78,23,55
2025,10,CIDADE ADEMAR,117,59,58
2025,10,CIDADE DUTRA,98,62,36
2025,10,CIDADE LIDER,40,19,21
2025,10,CIDADE TIRADENTES,94,55,39
2025,10,CONSOLACAO,304,68,236
2025,10,CURSINO,77,32,45
2025,10,ERMELINO MATARAZZO,39,14,25
2025,10,FREGUESIA DO O,95,41,54
2025,10,GRAJAU,138,74,64
2025,10,GUAIANASES,91,36,55
2025,10,IGUATEMI,46,24,22
2025,10,IPIRANGA,177,50,127
2025,10,ITAIM BIBI,384,111,273
2025,10,ITAIM PAULISTA,74,43,31
2025,10,ITAQUERA,118,61,57
2025,10,JABAQUARA,121,52,69
2025,10,JACANA,35,15,20
2025,10,JAGUARA,37,21,16
2025,10,JAGUARE,35,19,16
2025,10,JARAGUA,61,26,35
2025,10,JARDIM ANGELA,206,164,42
2025,10,JARDIM HELENA,46,32,14
2025,10,JARDIM PAULISTA,253,65,188
2025,10,JARDIM SAO LUIS,199,119,80
2025,10,JOSE BONIFACIO,42,14,28
2025,10,LAJEADO,78,38,40
2025,10,LAPA,142,62,80
2025,10,LIBERDADE,202,44,158
2025,10,LIMAO,80,29,51
2025,10,MANDAQUI,53,24,29
2025,10,MARSILAC,3,3,0
2025,10,MOEMA,189,45,144
2025,10,MOOCA,106,21,85
2025,10,MORUMBI,95,41,54
2025,10,PARELHEIROS,47,28,19
2025,10,PARI,217,33,184
2025,10,PARQUE DO CARMO,51,23,28
2025,10,PEDREIRA,51,26,25
2025,10,PENHA,106,54,52
2025,10,PERDIZES,180,47,133
2025,10,PERUS,49,23,26
2025,10,PINHEIROS,419,139,280
2025,10,PIRITUBA,92,42,50
2025,10,PONTE RASA,23,13,10
2025,10,RAPOSO TAVARES,44,25,19
2025,10,REPUBLICA,371,104,267
2025,10,RIO PEQUENO,74,51,23
2025,10,SACOMA,100,42,58
2025,10,SANTA CECILIA,176,53,123
2025,10,SANTANA,254,74,180
2025,10,SANTO AMARO,243,76,167
2025,10,SAO DOMINGOS,52,29,23
2025,10,SAO LUCAS,32,14,18
2025,10,SAO MATEUS,94,46,48
2025,10,SAO MIGUEL,92,31,61
2025,10,SAO RAFAEL,45,29,16
2025,10,SAPOPEMBA,62,28,34
2025,10,SAUDE,66,35,31
2025,10,SE,311,71,240
2025,10,SOCORRO,48,24,24
2025,10,TATUAPE,222,70,152
2025,10,TREMEMBE,52,17,35
2025,10,TUCURUVI,48,24,24
2025,10,VILA ANDRADE,118,59,59
2025,10,VILA CURUCA,59,23,36
2025,10,VILA FORMOSA,38,10,28
2025,10,VILA GUILHERME,67,17,50
2025,10,VILA JACUI,75,30,45
2025,10,VILA LEOPOLDINA,53,20,33
2025,10,VILA MARIA,82,38,44
2025,10,VILA MARIANA,260,86,174
2025,10,VILA MATILDE,51,23,28
2025,10,VILA MEDEIROS,46,17,29
2025,10,VILA PRUDENTE,61,23,38
2025,10,VILA SONIA,113,52,61
2025,11,AGUA RASA,45,17,28
2025,11,ALTO DE PINHEIROS,37,17,20
2025,11,ANHANGUERA,25,16,9
2025,11,ARICANDUVA,32,12,20
2025,11,ARTUR ALVIM,36,11,25
2025,11,BARRA FUNDA,245,45,200
2025,11,BELA VISTA,299,56,243
2025,11,BELEM,94,20,74
2025,11,BOM RETIRO,166,39,127
2025,11,BRAS,407,61,346
2025,11,BRASILANDIA,101,48,53
2025,11,BUTANTA,103,35,68
2025,11,CACHOEIRINHA,51,17,34
2025,11,CAMBUCI,79,21,58
2025,11,CAMPO BELO,45,21,24
2025,11,CAMPO GRANDE,62,23,39
2025,11,CAMPO LIMPO,164,110,54
2025,11,CANGAIBA,54,25,29
2025,11,CAPAO REDONDO,238,172,66
2025,11,CARRAO,31,9,22
2025,11,CASA VERDE,91,33,58
2025,11,CIDADE ADEMAR,112,59,53
2025,11,CIDADE DUTRA,106,58,48
2025,11,CIDADE LIDER,29,18,11
2025,11,CIDADE TIRADENTES,84,44,40
2025,11,CONSOLACAO,336,51,285
2025,11,CURSINO,63,38,25
2025,11,ERMELINO MATARAZZO,47,21,26
2025,11,FREGUESIA DO O,96,41,55
2025,11,GRAJAU,155,86,69
2025,11,GUAIANASES,67,30,37
2025,11,IGUATEMI,55,35,20
2025,11,IPIRANGA,188,47,141
2025,11,ITAIM BIBI,303,100,203
2025,11,ITAIM PAULISTA,88,44,44
2025,11,ITAQUERA,125,56,69
2025,11,JABAQUARA,111,47,64
2025,11,JACANA,26,17,9
2025,11,JAGUARA,22,15,7
2025,11,JAGUARE,29,12,17
2025,11,JARAGUA,74,44,30
2025,11,JARDIM ANGELA,176,143,33
2025,11,JARDIM HELENA,30,17,13
2025,11,JARDIM PAULISTA,247,85,162
2025,11,JARDIM SAO LUIS,150,91,59
2025,11,JOSE BONIFACIO,47,20,27
2025,11,LAJEADO,76,37,39
2025,11,LAPA,135,51,85
2025,11,LIBERDADE,172,33,139
2025,11,LIMAO,68,29,39
2025,11,MANDAQUI,43,21,22
2025,11,MARSILAC,2,1,1
2025,11,MOEMA,225,63,162
2025,11,MOOCA,112,20,92
2025,11,MORUMBI,215,35,180
2025,11,PARELHEIROS,38,23,15
2025,11,PARI,105,24,81
2025,11,PARQUE DO CARMO,54,20,34
2025,11,PEDREIRA,50,34,16
2025,11,PENHA,99,42,57
2025,11,PERDIZES,151,36,115
2025,11,PERUS,46,16,30
2025,11,PINHEIROS,566,178,388
2025,11,PIRITUBA,81,37,44
2025,11,PONTE RASA,32,15,17
2025,11,RAPOSO TAVARES,46,30,16
2025,11,REPUBLICA,369,97,272
2025,11,RIO PEQUENO,62,31,31
2025,11,SACOMA,98,44,54
2025,11,SANTA CECILIA,187,43,144
2025,11,SANTANA,206,68,138
2025,11,SANTO AMARO,299,94,205
2025,11,SAO DOMINGOS,53,36,17
2025,11,SAO LUCAS,47,27,20
2025,11,SAO MATEUS,99,44,55
2025,11,SAO MIGUEL,99,33,66
2025,11,SAO RAFAEL,31,22,9
2025,11,SAPOPEMBA,68,36,32
2025,11,SAUDE,75,35,40
2025,11,SE,305,81,224
2025,11,SOCORRO,38,17,21
2025,11,TATUAPE,148,43,105
2025,11,TREMEMBE,40,16,24
2025,11,TUCURUVI,55,19,36
2025,11,VILA ANDRADE,94,49,45
2025,11,VILA CURUCA,51,21,30
2025,11,VILA FORMOSA,48,19,29
2025,11,VILA GUILHERME,76,14,62
2025,11,VILA JACUI,61,28,33
2025,11,VILA LEOPOLDINA,43,13,30
2025,11,VILA MARIA,70,27,43
2025,11,VILA MARIANA,254,63,191
2025,11,VILA MATILDE,42,18,24
2025,11,VILA MEDEIROS,41,13,28
2025,11,VILA PRUDENTE,84,35,49
2025,11,VILA SONIA,65,27,38
2025,12,AGUA RASA,29,14,15
2025,12,ALTO DE PINHEIROS,53,30,23
2025,12,ANHANGUERA,20,13,7
2025,12,ARICANDUVA,47,27,20
2025,12,ARTUR ALVIM,73,21,52
2025,12,BARRA FUNDA,190,54,136
2025,12,BELA VISTA,361,64,297
2025,12,BELEM,98,29,69
2025,12,BOM RETIRO,138,28,110
2025,12,BRAS,529,63,467
2025,12,BRASILANDIA,100,61,39
2025,12,BUTANTA,91,38,53
2025,12,CACHOEIRINHA,48,19,29
2025,12,CAMBUCI,67,16,51
2025,12,CAMPO BELO,69,31,38
2025,12,CAMPO GRANDE,119,54,65
2025,12,CAMPO LIMPO,148,115,33
2025,12,CANGAIBA,44,23,21
2025,12,CAPAO REDONDO,220,171,50
2025,12,CARRAO,40,20,20
2025,12,CASA VERDE,51,13,38
2025,12,CIDADE ADEMAR,109,59,50
2025,12,CIDADE DUTRA,67,37,30
2025,12,CIDADE LIDER,41,18,23
2025,12,CIDADE TIRADENTES,67,42,25
2025,12,CONSOLACAO,323,69,254
2025,12,CURSINO,77,32,45
2025,12,ERMELINO MATARAZZO,41,20,21
2025,12,FREGUESIA DO O,73,42,31
2025,12,GRAJAU,103,59,44
2025,12,GUAIANASES,75,30,45
2025,12,IGUATEMI,48,29,19
2025,12,IPIRANGA,166,70,96
2025,12,ITAIM BIBI,254,82,173
2025,12,ITAIM PAULISTA,83,45,38
2025,12,ITAQUERA,123,57,66
2025,12,JABAQUARA,102,42,60
2025,12,JACANA,37,15,22
2025,12,JAGUARA,25,22,3
2025,12,JAGUARE,30,12,18
2025,12,JARAGUA,64,34,30
2025,12,JARDIM ANGELA,165,121,44
2025,12,JARDIM HELENA,29,12,17
2025,12,JARDIM PAULISTA,252,76,176
2025,12,JARDIM SAO LUIS,137,91,46
2025,12,JOSE BONIFACIO,28,11,17
2025,12,LAJEADO,65,32,33
2025,12,LAPA,157,56,101
2025,12,LIBERDADE,165,46,120
2025,12,LIMAO,45,17,28
2025,12,MANDAQUI,34,25,9
2025,12,MARSILAC,5,5,0
2025,12,MOEMA,139,33,106
2025,12,MOOCA,77,16,61
2025,12,MORUMBI,44,20,24
2025,12,PARELHEIROS,35,21,14
2025,12,PARI,100,26,74
2025,12,PARQUE DO CARMO,54,19,35
2025,12,PEDREIRA,53,27,26
2025,12,PENHA,69,41,28
2025,12,PERDIZES,93,38,55
2025,12,PERUS,35,13,22
2025,12,PINHEIROS,470,148,322
2025,12,PIRITUBA,74,43,31
2025,12,PONTE RASA,23,10,13
2025,12,RAPOSO TAVARES,43,28,15
2025,12,REPUBLICA,403,126,278
2025,12,RIO PEQUENO,47,30,17
2025,12,SACOMA,99,46,53
2025,12,SANTA CECILIA,171,52,119
2025,12,SANTANA,205,69,136
2025,12,SANTO AMARO,246,91,155
2025,12,SAO DOMINGOS,29,22,7
2025,12,SAO LUCAS,30,17,13
2025,12,SAO MATEUS,107,46,61
2025,12,SAO MIGUEL,85,29,56
2025,12,SAO RAFAEL,52,28,24
2025,12,SAPOPEMBA,82,42,40
2025,12,SAUDE,69,26,43
2025,12,SE,290,73,217
2025,12,SOCORRO,34,15,19
2025,12,TATUAPE,147,42,105
2025,12,TREMEMBE,42,14,28
2025,12,TUCURUVI,50,17,33
2025,12,VILA ANDRADE,83,55,28
2025,12,VILA CURUCA,51,20,31
2025,12,VILA FORMOSA,50,18,32
2025,12,VILA GUILHERME,78,28,50
2025,12,VILA JACUI,79,30,49
2025,12,VILA LEOPOLDINA,58,27,31
2025,12,VILA MARIA,79,39,40
2025,12,VILA MARIANA,214,69,145
2025,12,VILA MATILDE,58,37,21
2025,12,VILA MEDEIROS,25,13,12
2025,12,VILA PRUDENTE,82,33,49
2025,12,VILA SONIA,57,30,27
